model,config_id,config,cv_mean,cv_std,test_r2,test_mse,test_rmse,test_mae,training_time,n_samples,n_features
MLP_Sklearn,1,"{'hidden_layer_sizes': (64,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate_init': 0.01, 'max_iter': 500, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 20, 'random_state': 42}",0.585391136861643,0.015568306897180684,0.5507696841260445,0.015061778438639623,0.1227264374071032,0.08821158029900923,0.6070501804351807,4645,12
MLP_Sklearn,2,"{'hidden_layer_sizes': (64,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.01, 'learning_rate_init': 0.001, 'max_iter': 500, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 20, 'random_state': 42}",0.5047244643068095,0.034494175812959826,0.4931450784103787,0.016993814219027265,0.13036032455861432,0.09136314162557296,0.9714980125427246,4645,12
MLP_Sklearn,3,"{'hidden_layer_sizes': (64,), 'activation': 'logistic', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate_init': 0.01, 'max_iter': 500, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 20, 'random_state': 42}",0.5707672395414778,0.02185948508274519,0.5876352986867168,0.013825749393189072,0.11758294686385892,0.08215056178406918,1.630584478378296,4645,12
MLP_Sklearn,4,"{'hidden_layer_sizes': (128,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate_init': 0.001, 'max_iter': 500, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 20, 'random_state': 42}",0.6233162134884154,0.03294650820357496,0.6239804014483396,0.012607172049271026,0.11228166390498061,0.07931338873281567,2.1265313625335693,4645,12
MLP_Sklearn,5,"{'hidden_layer_sizes': (128,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.01, 'learning_rate_init': 0.01, 'max_iter': 500, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 20, 'random_state': 42}",0.5049239890048076,0.06501755943922745,0.5200652627144433,0.01609123521403213,0.1268512326074608,0.08987742442940277,0.8471570014953613,4645,12
MLP_Sklearn,6,"{'hidden_layer_sizes': (128,), 'activation': 'logistic', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate_init': 0.001, 'max_iter': 500, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 20, 'random_state': 42}",0.4546242926737829,0.054327368516935884,0.4760081150552943,0.01756838173160313,0.13254577221323632,0.0943141845962175,5.7493321895599365,4645,12
MLP_Sklearn,7,"{'hidden_layer_sizes': (256,), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate_init': 0.01, 'max_iter': 500, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 20, 'random_state': 42}",0.5740068460566994,0.04036096190065412,0.5739133679939841,0.0142858178091913,0.11952329400242992,0.0857339512043903,1.1398465633392334,4645,12
MLP_Sklearn,8,"{'hidden_layer_sizes': (256,), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.01, 'learning_rate_init': 0.001, 'max_iter': 500, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 20, 'random_state': 42}",0.4306616664017987,0.04742798403028032,0.46615018864797686,0.01789889794603664,0.1337867629701707,0.0949535711532301,2.319899082183838,4645,12
MLP_Sklearn,9,"{'hidden_layer_sizes': (256,), 'activation': 'logistic', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate_init': 0.01, 'max_iter': 500, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 20, 'random_state': 42}",0.5053130691009529,0.05745210003875571,0.5649145827756004,0.014587528767661496,0.12077884238417545,0.08632870167283326,3.9182116985321045,4645,12
MLP_Sklearn,10,"{'hidden_layer_sizes': (64, 32), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate_init': 0.001, 'max_iter': 500, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 20, 'random_state': 42}",0.6285062651467636,0.04509758667899502,0.6203828887353255,0.012727789330649714,0.11281750454007443,0.07962327924341134,1.679718255996704,4645,12
MLP_Sklearn,11,"{'hidden_layer_sizes': (64, 32), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.01, 'learning_rate_init': 0.01, 'max_iter': 500, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 20, 'random_state': 42}",0.5691214888105047,0.03279502024154698,0.5833653185944547,0.01396891313751905,0.11819015668624461,0.08393701516150232,0.8449130058288574,4645,12
MLP_Sklearn,12,"{'hidden_layer_sizes': (64, 32), 'activation': 'logistic', 'solver': 'adam', 'alpha': 0.0001, 'learning_rate_init': 0.001, 'max_iter': 500, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 20, 'random_state': 42}",0.5011205211920184,0.044743889066688414,0.5093242315418303,0.01645136013438548,0.12826285563009066,0.09033387036594138,5.068222284317017,4645,12
MLP_Sklearn,13,"{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'learning_rate_init': 0.01, 'max_iter': 500, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 20, 'random_state': 42}",0.6305296701925428,0.025343463196612463,0.6217343907027488,0.012682476219594167,0.11261650065418552,0.07819720649604883,1.127859354019165,4645,12
