model,config_id,config,cv_mean,cv_std,test_r2,test_mse,test_rmse,test_mae,training_time,n_samples,n_features
RandomForest,28,"{'n_estimators': 80, 'max_depth': 6, 'min_samples_split': 2, 'random_state': 42}",0.9997158882915883,0.000169093566869509,0.9997783710586735,6.805349994884278e-06,0.0026087065750835755,0.0011412585556743226,0.27451348304748535,2844,14
RandomForest,29,"{'n_estimators': 80, 'max_depth': 6, 'min_samples_split': 3, 'random_state': 42}",0.9997311457142679,0.0001627917973823317,0.9997708286770918,7.03694676266648e-06,0.002652724403828351,0.0011496529533263561,0.27402591705322266,2844,14
RandomForest,30,"{'n_estimators': 80, 'max_depth': 6, 'min_samples_split': 5, 'random_state': 42}",0.9997070123152445,0.00023292531599551918,0.999671315098583,1.0092615967882472e-05,0.0031768877801840074,0.001203666335527818,0.27515578269958496,2844,14
RandomForest,31,"{'n_estimators': 80, 'max_depth': 7, 'min_samples_split': 2, 'random_state': 42, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.9292325325484679,0.002493207780861528,0.9284107879834884,0.0021982221307124423,0.04688520161748739,0.031831721098220904,0.11500263214111328,2844,14
RandomForest,32,"{'n_estimators': 80, 'max_depth': 7, 'min_samples_split': 3, 'random_state': 42}",0.9998286958052727,0.00015208594274464875,0.9998697723105174,3.998778321322054e-06,0.001999694557006658,0.0006780951889011244,0.3248133659362793,2844,14
RandomForest,33,"{'n_estimators': 80, 'max_depth': 7, 'min_samples_split': 5, 'random_state': 42}",0.9997778552098688,0.0002482478004902602,0.9997664933276565,7.170068231733223e-06,0.0026776983085727234,0.0007351003819141677,0.3188314437866211,2844,14
RandomForest,34,"{'n_estimators': 80, 'max_depth': 8, 'min_samples_split': 2, 'random_state': 42}",0.9998390141184575,0.00014320172757207063,0.9999000854809998,3.067980505150458e-06,0.0017515651586939203,0.0004942905926986694,0.37928104400634766,2844,14
RandomForest,35,"{'n_estimators': 80, 'max_depth': 8, 'min_samples_split': 3, 'random_state': 42}",0.9998389716319529,0.00015559571056315315,0.9998902847687233,3.368921694695522e-06,0.0018354622564072305,0.0005164574429199873,0.4011244773864746,2844,14
RandomForest,36,"{'n_estimators': 80, 'max_depth': 8, 'min_samples_split': 5, 'random_state': 42}",0.9997934553598586,0.00024002921957456854,0.9997816513831277,6.704624178688809e-06,0.002589328905081162,0.0005870441212320952,0.37545323371887207,2844,14
RandomForest,37,"{'n_estimators': 100, 'max_depth': 3, 'min_samples_split': 2, 'random_state': 42}",0.9804668036301271,0.0014741057523512823,0.9778864011735358,0.0006790213352092597,0.02605803782346744,0.01885849253501246,0.19251441955566406,2844,14
