model,config_id,config,cv_mean,cv_std,test_r2,test_mse,test_rmse,test_mae,training_time,n_samples,n_features
RandomForest,1,"{'n_estimators': 50, 'max_depth': 3, 'min_samples_split': 2, 'random_state': 42, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.31527304361449354,0.01241386077962995,0.31844868916727875,0.02092775059939217,0.1446642685648124,0.10776880121997756,0.047841787338256836,2844,13
RandomForest,2,"{'n_estimators': 50, 'max_depth': 3, 'min_samples_split': 3, 'random_state': 42}",0.38830566153640456,0.014514243822493191,0.39654547064893,0.018529706696481435,0.13612386527160267,0.10194873065305267,0.07637143135070801,2844,13
RandomForest,3,"{'n_estimators': 50, 'max_depth': 3, 'min_samples_split': 5, 'random_state': 42}",0.38830566153640456,0.014514243822493191,0.39654547064893,0.018529706696481435,0.13612386527160267,0.10194873065305267,0.0747530460357666,2844,13
RandomForest,4,"{'n_estimators': 50, 'max_depth': 4, 'min_samples_split': 2, 'random_state': 42}",0.47237786361088707,0.014710293781875656,0.4753477718275373,0.016109999068439254,0.1269251711381129,0.09364495201874698,0.08572268486022949,2844,13
RandomForest,5,"{'n_estimators': 50, 'max_depth': 4, 'min_samples_split': 3, 'random_state': 42}",0.4724261633307,0.014685266225439992,0.4753477718275373,0.016109999068439254,0.1269251711381129,0.09364495201874698,0.085784912109375,2844,13
RandomForest,6,"{'n_estimators': 50, 'max_depth': 4, 'min_samples_split': 5, 'random_state': 42}",0.4724314228252249,0.014678525058298923,0.4753477718275373,0.016109999068439254,0.1269251711381129,0.09364495201874698,0.08679580688476562,2844,13
RandomForest,7,"{'n_estimators': 50, 'max_depth': 5, 'min_samples_split': 2, 'random_state': 42}",0.5406340180635931,0.015509294126160053,0.5380192140826368,0.014185606447704002,0.11910334356223591,0.08672335194249454,0.09681224822998047,2844,13
RandomForest,8,"{'n_estimators': 50, 'max_depth': 5, 'min_samples_split': 3, 'random_state': 42}",0.54066745690791,0.015517628867326681,0.5378289374432039,0.014191449092258635,0.11912786866329236,0.08672629598353628,0.12259030342102051,2844,13
RandomForest,9,"{'n_estimators': 50, 'max_depth': 5, 'min_samples_split': 5, 'random_state': 42}",0.5405299542147696,0.01566239570780438,0.537661166959414,0.014196600661607689,0.11914948871735745,0.08671042085603774,0.10336852073669434,2844,13
RandomForest,10,"{'n_estimators': 50, 'max_depth': 6, 'min_samples_split': 2, 'random_state': 42}",0.5980290531885,0.019662239812216865,0.5896372084588011,0.012600621582183981,0.11225249031617954,0.08073656158805975,0.11300253868103027,2844,13
RandomForest,11,"{'n_estimators': 50, 'max_depth': 6, 'min_samples_split': 3, 'random_state': 42, 'min_samples_leaf': 1}",0.597776907819941,0.0195861668123006,0.5897401995865876,0.012597459131166708,0.11223840310324586,0.08070194643363768,0.1147007942199707,2844,13
RandomForest,12,"{'n_estimators': 50, 'max_depth': 6, 'min_samples_split': 5, 'random_state': 42}",0.5973197286253435,0.020371907812835627,0.5891154686568223,0.012616642152139673,0.11232382717900807,0.08076123801614195,0.10774445533752441,2844,13
RandomForest,13,"{'n_estimators': 50, 'max_depth': 7, 'min_samples_split': 2, 'random_state': 42}",0.6413784809162941,0.01976456779924475,0.627222340608399,0.011446530526426277,0.10698845978154035,0.0754911996293874,0.142287015914917,2844,13
RandomForest,14,"{'n_estimators': 50, 'max_depth': 7, 'min_samples_split': 3, 'random_state': 42}",0.6412483595260725,0.019487645059326895,0.6270530205740785,0.011451729676355885,0.10701275473678773,0.0754337272967858,0.12956476211547852,2844,13
RandomForest,15,"{'n_estimators': 50, 'max_depth': 7, 'min_samples_split': 5, 'random_state': 42}",0.6399922334322398,0.020493965680642066,0.6252968827335672,0.01150565373777317,0.10726441039680015,0.07557362934506238,0.12657618522644043,2844,13
RandomForest,16,"{'n_estimators': 50, 'max_depth': 8, 'min_samples_split': 2, 'random_state': 42, 'max_features': 0.3}",0.6379253365112122,0.01718179844782047,0.6147145072165418,0.011830596720127404,0.10876854655702357,0.07780345532622891,0.07053732872009277,2844,13
RandomForest,17,"{'n_estimators': 50, 'max_depth': 8, 'min_samples_split': 3, 'random_state': 42}",0.6739589957769854,0.024477865076964526,0.6504462493218749,0.010733415957099356,0.10360220054178075,0.07209606233403813,0.14851117134094238,2844,13
RandomForest,18,"{'n_estimators': 50, 'max_depth': 8, 'min_samples_split': 5, 'random_state': 42}",0.6723274411889026,0.024315294425000314,0.6502493102075082,0.010739463179961705,0.10363138125086294,0.07216492299743588,0.14046621322631836,2844,13
RandomForest,19,"{'n_estimators': 80, 'max_depth': 3, 'min_samples_split': 2, 'random_state': 42}",0.3884501520206015,0.014126812017441677,0.40157442148645905,0.018375287466070412,0.13555547744768712,0.10170291045967177,0.11801648139953613,2844,13
RandomForest,20,"{'n_estimators': 80, 'max_depth': 3, 'min_samples_split': 3, 'random_state': 42}",0.3884501520206015,0.014126812017441677,0.40157442148645905,0.018375287466070412,0.13555547744768712,0.10170291045967177,0.11964011192321777,2844,13
RandomForest,21,"{'n_estimators': 80, 'max_depth': 3, 'min_samples_split': 5, 'random_state': 42, 'min_samples_leaf': 1}",0.3884501520206015,0.014126812017441677,0.40157442148645905,0.018375287466070412,0.13555547744768712,0.10170291045967177,0.11940121650695801,2844,13
RandomForest,22,"{'n_estimators': 80, 'max_depth': 4, 'min_samples_split': 2, 'random_state': 42}",0.47376355215382215,0.015548328941434274,0.48207430537687057,0.015903453773490155,0.1261088964882738,0.09307161205780075,0.16797852516174316,2844,13
RandomForest,23,"{'n_estimators': 80, 'max_depth': 4, 'min_samples_split': 3, 'random_state': 42}",0.47378827276613367,0.015540233758774185,0.48207430537687057,0.015903453773490155,0.1261088964882738,0.09307161205780076,0.14188313484191895,2844,13
RandomForest,24,"{'n_estimators': 80, 'max_depth': 4, 'min_samples_split': 5, 'random_state': 42}",0.47380634098078095,0.015517691014691254,0.48207430537687057,0.015903453773490155,0.1261088964882738,0.09307161205780076,0.1386418342590332,2844,13
RandomForest,25,"{'n_estimators': 80, 'max_depth': 5, 'min_samples_split': 2, 'random_state': 42}",0.5417157113406659,0.01666444990015775,0.5415745307959392,0.014076436704655693,0.1186441600107468,0.08625432529023168,0.16252517700195312,2844,13
RandomForest,26,"{'n_estimators': 80, 'max_depth': 5, 'min_samples_split': 3, 'random_state': 42}",0.5417596994844984,0.01662334326218709,0.5415214035482032,0.01407806803273471,0.1186510346888501,0.0862435060797859,0.16169476509094238,2844,13
RandomForest,27,"{'n_estimators': 80, 'max_depth': 5, 'min_samples_split': 5, 'random_state': 42}",0.541613717346139,0.016766980295865614,0.5414032878299375,0.014081694900227211,0.11866631746299036,0.08621917337418677,0.15887188911437988,2844,13
RandomForest,28,"{'n_estimators': 80, 'max_depth': 6, 'min_samples_split': 2, 'random_state': 42}",0.5982507673616682,0.019135735538568448,0.5889816288605509,0.012620751844003103,0.11234211963463704,0.08057835952807213,0.17637419700622559,2844,13
RandomForest,29,"{'n_estimators': 80, 'max_depth': 6, 'min_samples_split': 3, 'random_state': 42}",0.5979438710469718,0.0190146492287324,0.5891446126935576,0.012615747253806178,0.11231984354425614,0.08055825489609018,0.1798713207244873,2844,13
RandomForest,30,"{'n_estimators': 80, 'max_depth': 6, 'min_samples_split': 5, 'random_state': 42}",0.597593021082587,0.019546739704104633,0.5884938871982668,0.01263572846528308,0.11240875617710161,0.08059700013889612,0.18537211418151855,2844,13
RandomForest,31,"{'n_estimators': 80, 'max_depth': 7, 'min_samples_split': 2, 'random_state': 42, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.5924013020512131,0.01410587317762751,0.5718777852679013,0.013145943370024296,0.11465576030023217,0.08359766047634853,0.1012413501739502,2844,13
