model,config_id,config,cv_mean,cv_std,test_r2,test_mse,test_rmse,test_mae,training_time,n_samples,n_features
RandomForest,1,"{'n_estimators': 50, 'max_depth': 3, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_state': 42, 'n_jobs': -1}",0.3828720540261587,0.010518575433408813,0.3751165438193693,269359.0299588289,518.9981020763264,413.4825213932407,0.047530412673950195,2186,3
RandomForest,2,"{'n_estimators': 50, 'max_depth': 3, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'random_state': 42, 'n_jobs': -1}",0.3828720540261587,0.010518575433408868,0.3751165438193693,269359.0299588289,518.9981020763264,413.4825213932407,0.04640817642211914,2186,3
RandomForest,3,"{'n_estimators': 50, 'max_depth': 3, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'random_state': 42, 'n_jobs': -1}",0.5533846714337127,0.03879902628354708,0.5583467365557538,190376.77096880184,436.32186625105305,345.66255731948974,0.04647564888000488,2186,3
RandomForest,4,"{'n_estimators': 50, 'max_depth': 3, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'random_state': 42, 'n_jobs': -1}",0.38287170946237187,0.010518138767478417,0.3751165438193691,269359.02995882893,518.9981020763264,413.48252139324063,0.04650688171386719,2186,3
RandomForest,5,"{'n_estimators': 50, 'max_depth': 3, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'random_state': 42, 'n_jobs': -1}",0.38287170946237187,0.0105181387674784,0.3751165438193692,269359.02995882893,518.9981020763264,413.48252139324063,0.05133843421936035,2186,3
RandomForest,6,"{'n_estimators': 50, 'max_depth': 3, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': None, 'random_state': 42, 'n_jobs': -1}",0.5533874271953457,0.03880021825588729,0.558346736555754,190376.7709688018,436.32186625105305,345.66255731948974,0.047837257385253906,2186,3
RandomForest,7,"{'n_estimators': 50, 'max_depth': 3, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'random_state': 42, 'n_jobs': -1}",0.3828142516581792,0.01052280541286495,0.37506692819140464,269380.4170147465,519.0187058428112,413.5335077556795,0.04982161521911621,2186,3
RandomForest,8,"{'n_estimators': 50, 'max_depth': 3, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2', 'random_state': 42, 'n_jobs': -1}",0.3828142516581792,0.010522805412864884,0.37506692819140464,269380.4170147465,519.0187058428112,413.5335077556795,0.04816770553588867,2186,3
RandomForest,9,"{'n_estimators': 50, 'max_depth': 3, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': None, 'random_state': 42, 'n_jobs': -1}",0.5533874271953456,0.038800218255887295,0.5583226693775951,190387.14524211406,436.33375441525726,345.68047407140415,0.04637885093688965,2186,3
RandomForest,10,"{'n_estimators': 50, 'max_depth': 3, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_state': 42, 'n_jobs': -1}",0.3828720540261587,0.010518575433408794,0.3751165438193692,269359.02995882893,518.9981020763264,413.4825213932407,0.046373605728149414,2186,3
