model,config_id,config,cv_mean,cv_std,test_r2,test_mse,test_rmse,test_mae,training_time,n_samples,n_features
RandomForest,1,"{'n_estimators': 50, 'max_depth': 3, 'min_samples_split': 2, 'random_state': 42, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.6796662098405598,0.004727224119229597,0.6816990426903052,0.009773766030889506,0.09886235901944433,0.06994006855985206,0.05189919471740723,2844,14
RandomForest,2,"{'n_estimators': 50, 'max_depth': 3, 'min_samples_split': 3, 'random_state': 42}",0.9804738306097726,0.0015017182370630736,0.9779721668653181,0.0006763878093410273,0.02600745680263696,0.0188360365532575,0.11171197891235352,2844,14
RandomForest,3,"{'n_estimators': 50, 'max_depth': 3, 'min_samples_split': 5, 'random_state': 42}",0.9804738306097726,0.0015017182370630736,0.9779721668653181,0.0006763878093410273,0.02600745680263696,0.0188360365532575,0.09557414054870605,2844,14
RandomForest,4,"{'n_estimators': 50, 'max_depth': 4, 'min_samples_split': 2, 'random_state': 42}",0.9964128911214546,0.000914013050181506,0.9949093390846321,0.00015631410332514492,0.012502563870068607,0.007764139197496834,0.12068891525268555,2844,14
RandomForest,5,"{'n_estimators': 50, 'max_depth': 4, 'min_samples_split': 3, 'random_state': 42}",0.9964128911214546,0.000914013050181506,0.9949093390846321,0.00015631410332514492,0.012502563870068607,0.007764139197496834,0.12956547737121582,2844,14
RandomForest,6,"{'n_estimators': 50, 'max_depth': 4, 'min_samples_split': 5, 'random_state': 42}",0.9964128911214546,0.000914013050181506,0.9949093390846321,0.00015631410332514492,0.012502563870068607,0.007764139197496834,0.11481666564941406,2844,14
RandomForest,7,"{'n_estimators': 50, 'max_depth': 5, 'min_samples_split': 2, 'random_state': 42}",0.9991392166120943,0.00033524516443206526,0.998914955936855,3.331742039363913e-05,0.005772124426382294,0.00275913865516789,0.13849091529846191,2844,14
RandomForest,8,"{'n_estimators': 50, 'max_depth': 5, 'min_samples_split': 3, 'random_state': 42}",0.999139503761875,0.0003358347333939398,0.998914955936855,3.331742039363913e-05,0.005772124426382294,0.00275913865516789,0.15178346633911133,2844,14
RandomForest,9,"{'n_estimators': 50, 'max_depth': 5, 'min_samples_split': 5, 'random_state': 42}",0.9991304339010956,0.00037417640872010533,0.9989128221156283,3.3382941621090053e-05,0.005777797298373321,0.0027596212484238274,0.1375436782836914,2844,14
RandomForest,10,"{'n_estimators': 50, 'max_depth': 6, 'min_samples_split': 2, 'random_state': 42}",0.9997144828714987,0.00016754410514926006,0.9997548259964657,7.528325920392288e-06,0.002743779495584929,0.001149126507593909,0.16646862030029297,2844,14
RandomForest,11,"{'n_estimators': 50, 'max_depth': 6, 'min_samples_split': 3, 'random_state': 42, 'min_samples_leaf': 1}",0.9997292630119577,0.00017002065289329615,0.999747758046178,7.745354775769936e-06,0.0027830477494592033,0.0011587055774841485,0.1644585132598877,2844,14
RandomForest,12,"{'n_estimators': 50, 'max_depth': 6, 'min_samples_split': 5, 'random_state': 42}",0.9996933321312877,0.000244075803375098,0.9996472227710599,1.0832396251111146e-05,0.003291260586934913,0.00121163356196412,0.16561269760131836,2844,14
RandomForest,13,"{'n_estimators': 50, 'max_depth': 7, 'min_samples_split': 2, 'random_state': 42}",0.9998221405167016,0.00016338100907459783,0.9998713488232938,3.9503698366246095e-06,0.0019875537317578635,0.0006794953963486801,0.1913464069366455,2844,14
RandomForest,14,"{'n_estimators': 50, 'max_depth': 7, 'min_samples_split': 3, 'random_state': 42}",0.9998266446627703,0.00016048144093656447,0.9998650405449587,4.144072164842494e-06,0.0020356994289045948,0.0006950747682245269,0.19742083549499512,2844,14
RandomForest,15,"{'n_estimators': 50, 'max_depth': 7, 'min_samples_split': 5, 'random_state': 42}",0.9997712814330739,0.0002515828051770446,0.9997566734692612,7.471597323018366e-06,0.0027334222730888776,0.0007429879466634456,0.19801068305969238,2844,14
RandomForest,16,"{'n_estimators': 50, 'max_depth': 8, 'min_samples_split': 2, 'random_state': 42, 'max_features': 0.3}",0.9711703848022856,0.004993490823560451,0.9768072601174848,0.0007121574975548439,0.02668627920027151,0.01755369614140526,0.08817100524902344,2844,14
RandomForest,17,"{'n_estimators': 50, 'max_depth': 8, 'min_samples_split': 3, 'random_state': 42}",0.9998337683350943,0.00016671900969955736,0.9998816459644192,3.634185276586042e-06,0.0019063539221734359,0.0005406604907857742,0.2382063865661621,2844,14
RandomForest,18,"{'n_estimators': 50, 'max_depth': 8, 'min_samples_split': 5, 'random_state': 42}",0.999788418804523,0.0002403806864671115,0.9997713263588569,7.021664920062698e-06,0.0026498424330632753,0.0006002433279645783,0.22913694381713867,2844,14
RandomForest,19,"{'n_estimators': 80, 'max_depth': 3, 'min_samples_split': 2, 'random_state': 42}",0.980363343360065,0.0014607625499719423,0.9776715109804246,0.0006856197648450117,0.026184341978461322,0.01901373301034589,0.1687178611755371,2844,14
RandomForest,20,"{'n_estimators': 80, 'max_depth': 3, 'min_samples_split': 3, 'random_state': 42}",0.980363343360065,0.0014607625499719423,0.9776715109804246,0.0006856197648450117,0.026184341978461322,0.01901373301034589,0.15156245231628418,2844,14
RandomForest,21,"{'n_estimators': 80, 'max_depth': 3, 'min_samples_split': 5, 'random_state': 42, 'min_samples_leaf': 1}",0.980363343360065,0.0014607625499719423,0.9776715109804246,0.0006856197648450117,0.026184341978461322,0.01901373301034589,0.1675245761871338,2844,14
RandomForest,22,"{'n_estimators': 80, 'max_depth': 4, 'min_samples_split': 2, 'random_state': 42}",0.9963533127948331,0.0009997256672015886,0.9948749077043663,0.00015737135510874746,0.012544774015850085,0.007898260842690635,0.18445229530334473,2844,14
RandomForest,23,"{'n_estimators': 80, 'max_depth': 4, 'min_samples_split': 3, 'random_state': 42}",0.9963533127948331,0.0009997256672015886,0.9948749077043663,0.00015737135510874746,0.012544774015850085,0.007898260842690635,0.1864614486694336,2844,14
RandomForest,24,"{'n_estimators': 80, 'max_depth': 4, 'min_samples_split': 5, 'random_state': 42}",0.9963533127948331,0.0009997256672015886,0.9948749077043663,0.00015737135510874746,0.012544774015850085,0.007898260842690635,0.18483328819274902,2844,14
RandomForest,25,"{'n_estimators': 80, 'max_depth': 5, 'min_samples_split': 2, 'random_state': 42}",0.9991508305603236,0.00035223754724577467,0.9989664582507524,3.173598761902128e-05,0.005633470299825968,0.0027198475036993904,0.23022794723510742,2844,14
RandomForest,26,"{'n_estimators': 80, 'max_depth': 5, 'min_samples_split': 3, 'random_state': 42}",0.9991516930354314,0.0003527753225874004,0.9989664582507524,3.173598761902128e-05,0.005633470299825968,0.0027198475036993904,0.22416162490844727,2844,14
RandomForest,27,"{'n_estimators': 80, 'max_depth': 5, 'min_samples_split': 5, 'random_state': 42}",0.9991439744414542,0.0003876352086600175,0.99896529355642,3.1771750784793084e-05,0.005636643574397186,0.0027201491244843515,0.22284865379333496,2844,14
RandomForest,28,"{'n_estimators': 80, 'max_depth': 6, 'min_samples_split': 2, 'random_state': 42}",0.9997158882915883,0.000169093566869509,0.9997783710586735,6.805349994884278e-06,0.0026087065750835755,0.0011412585556743226,0.27408862113952637,2844,14
